version,precision,N,result,elapsed_ms
parallel_reduction,int,536870912,536870912,11.360
multistage_reduction,int,536870912,536870912,11.137
sequential_reduction,int,536870912,536870912,59.050
parallel_reduction,int,536870912,536870912,11.384
multistage_reduction,int,536870912,536870912,11.107
sequential_reduction,int,536870912,536870912,58.727
parallel_reduction,int,536870912,536870912,11.347
multistage_reduction,int,536870912,536870912,11.137
sequential_reduction,float,536870912,16777216.000,213.422
parallel_reduction,float,536870912,536870912.000,11.364
multistage_reduction,float,536870912,536870912.000,11.122
sequential_reduction,float,536870912,16777216.000,208.117
parallel_reduction,float,536870912,536870912.000,11.411
multistage_reduction,float,536870912,536870912.000,11.113
sequential_reduction,float,536870912,16777216.000,207.814
parallel_reduction,float,536870912,536870912.000,11.365
multistage_reduction,float,536870912,536870912.000,11.136
sequential_reduction,float,536870912,16777216.000,212.436
parallel_reduction,float,536870912,536870912.000,11.403
multistage_reduction,float,536870912,536870912.000,11.101
sequential_reduction,float,536870912,16777216.000,213.389
parallel_reduction,float,536870912,536870912.000,11.256
multistage_reduction,float,536870912,536870912.000,11.162
sequential_reduction,float,536870912,16777216.000,213.398
parallel_reduction,float,536870912,536870912.000,11.408
multistage_reduction,float,536870912,536870912.000,11.112
sequential_reduction,float,536870912,16777216.000,213.866
parallel_reduction,float,536870912,536870912.000,11.394
multistage_reduction,float,536870912,536870912.000,11.169
sequential_reduction,float,536870912,16777216.000,213.476
parallel_reduction,float,536870912,536870912.000,11.366
multistage_reduction,float,536870912,536870912.000,11.147
sequential_reduction,float,536870912,16777216.000,213.169
parallel_reduction,float,536870912,536870912.000,11.407
multistage_reduction,float,536870912,536870912.000,11.109
sequential_reduction,float,536870912,16777216.000,213.914
parallel_reduction,float,536870912,536870912.000,11.377
multistage_reduction,float,536870912,536870912.000,11.120
